,Unnamed: 0,content,sentiment
2462,2462,"We were traveling with two elderly people and a child, and it was very convenient to book a store on the same trip. Because I didn’t want to go to Gulangyu Island to stay, I chose the Pan Pacific Hotel. Unexpectedly, the location was quite good. It is only two stops away from the cruise center Xiagu Pier. The bus station at the door has lines to various attractions, especially No. 87. It is super convenient to go to Zengcuo'an, Hulishan Fort, Xiamen University and Nanputuo Temple. There are also direct buses to Zhongshan Road. We arrived early and the hotel rushed to prepare the room for us. Although the room was not particularly big, the old man said it was comfortable. Breakfast is also quite unique, including fish ball soup, peanut soup and pork trotter noodles. The children like the swimming pool very much, and the husband likes the gym. As long as everyone is satisfied. The only drawback is that the bathroom in our double room is less private. The transparent glass between the bedroom and the room is only covered by a layer of gauze, which is a bit embarrassing. The flight and pick-up at the airport were fine on the way out, but there was a typhoon on the way back and the flight was cancelled. The customer service helped solve the problem in the evening. I canceled the return ticket and booked the high-speed rail ticket myself. I spent three more days in Xiamen.",Postive
2463,2463,"Generally speaking, I am very satisfied. The hotel environment is good. The drinks in the room are free. It is just that the check-in is slow. Gulangyu Island is average and there is nothing to do.",Postive
2464,2464,"The Four Seasons Hotel on the first night was right next to the beach. You could see the sea when you opened the window, and the worry about rainy days was postponed. I also received thoughtful itinerary reminders before traveling, which was great!",Postive
2465,2465,It was a very interesting trip. I was very satisfied with the hotel and flight reservations. The service provided by Tongcheng was very good. I will arrange my next trip with Tongcheng.,Postive
2466,2466,"It was my first trip. The itinerary was well arranged and the itinerary reminders were very considerate. Xiamen is really a good place, with mountains, water and pleasant scenery",Postive
2467,2467,"The overall itinerary was very good, except that the flight was delayed when I went there. The hotel stay was very good and the children were very happy.",Postive
2468,2468,"The flight was on time and the pick-up bus left at half hour, which was quite convenient. The Pullman hotel in the urban area is okay, but when I checked in on the first day, I was told that there were only available rooms on the third floor. Outside the third floor was a room with a view on the top of the lobby, where not even a tree could be seen. . The rooms in Gulangyu Island are not good, very old, and far away from the central business district of Gulangyu Island. Breakfast is just a bowl of porridge and a boiled egg. On the way back to the airport, I thought it was also a bus that would take me to the airport. The day before, the staff called me to confirm the time of the drop-off. They also told me to call the driver when we arrived at Xiagu Pier. However, we waited for a long time and there was no bus. I called again and was told that it was the Airport Express. Wire. Taxis in Xiamen are pretty good, so we took Uber the whole way, which is a very easy-to-use software.",Postive
2469,2469,"Tongcheng's service is very good, the hotel we chose is also very good, and travel is very convenient. Thank you Tongcheng's consultant.",Postive
2470,2470,"A group of six people traveled to Xiamen. Tongcheng's service attitude was very good, the hotel environment was also very good, Gulangyu Island was beautiful, and everything was very satisfying!",Postive
2471,2471,"This time it was really great. All the hotel arrangements were five-star, and the service attitude was also very satisfactory. It was really good. I will book travel with our company in the future.",Postive
2472,2472,The hotel is so comfortable. Xiamen is a good holiday destination. I am so happy. I have to go there next time.,Postive
2473,2473,"The service on the same trip is attentive, the flight time is optional, the hotel is good, the sea view room has a beautiful view, the breakfast is rich, and the hotel extends the check-out time for free, which is very user-friendly.",Postive
