,content,sentiment
711,对于本次旅行总得来说是比较满意的，风行天下的机场接送服务很周到。从行程上来看，第一天去的云水谣，第二天去了鼓浪屿，享受了下午茶的同时在沙滩闲逛了一圈，捡了波贝壳，晚上在岛上柏文熊酒店入住，可惜去的太晚，只有一楼的房间了，岛上的早餐比较晚8点才有，第三天要去炮台很遗憾没有吃到自助早餐。第三天去的市区感觉是比较无聊的，大都是自由活动，寺庙啥的没去，太累了走不动，但是在厦门大学的隧道拍了波照，挺令人满意。同程专人客服倪冰对本次旅游的指导很耐心，售后服务态度也不错，是值得大家信赖的一个客服，大晚上非工作时间还在帮我办理订单。风行天下的导游琴琴对于工作也很负责，在鼓浪屿时候讲解的很仔细，让我们更好的了解这个迷失小岛。下面总结下这次行程，对于服务来说基本上比较满意，住宿方面的话一般，还可以接受。如果喜欢干净的地方的话推荐大家可以升级5星酒店。游玩时间的话都略早，每天都没有早饭吃，可能晚了厦门会堵车的原因，旅游景点的安排的还算比较空闲，适合那种走不动的游客，走走停停看看这个城市不错的，不赶不急，看看夜景啥的挺漂亮。最后，感谢同程让我度过了一个美好假期。,正
712,总体服务态度很好！！,正
713,17号早上飞机到厦门，接机服务超级好下飞机就有人接待。就是这个价钱的团酒店很不满意，因为如果知道是这个环境还不如报其他家住快捷酒店的，还能省800块钱。住的海岸国际酒店，因为我有洁癖对住的地方很在意。但是那个酒店是个伪五星酒店，房间环境很一般感觉还不如快捷，但是地理位置不错在中山路旁边，晚上随时可以去逛，还有八市什么的都超级近，马路对面就是海，在房间可以看见海，但是酒店早餐很不错，可以在露台吃早餐，感觉非常好。就这个早餐和外国早餐的露台挺像个五星。当时觉得反正就住两天，然后既然团了也没法退，只能将就。然后很希望最后一晚住的鼓浪屿别墅酒店好一点，然后到了鼓浪屿当天导游告诉我们入住磐诺酒店，结果那天下着雨我们走了好久终于到了以后告诉我们**忘了给我们订房，然后联系导游帮我们订了别墅酒店，我们背着一大包行李顶着小雨走了10分钟到酒店，当天已经在鼓浪屿走的累不行，所以有因为酒店被折腾不是很开心……然后对得起我们的折腾也行，结果那酒店特别次，特别破，还不如在厦门住不换什么鼓浪屿海景房好了。关键我们是情侣还给我们订了两张床的客房……住宿吐槽到这，整体旅行还是很开心的，好喜欢厦门，东北孩子真的好喜欢南方，太美了，行道树是铁树，超喜欢，喜欢有海的地方。就是厦门物价好高，吃海鲜花了1000多，而且还不是在景点吃的应该不是被宰。应该回去第二次，喜欢喜欢。,正
714,整体的行程比较满意，刚到厦门的时候，看见酒店前台写的由于台风影响，鼓浪屿停航，当时心里超级失落，问导游，导游很淡定的说应该没有问题了，然后第三天到了码头一直等一直等，终于等到广播说，我们愉快的通知您…大厅立马欢呼声一片。第一天的云水谣，因为是下雨不晒，所以比较轻松，走走看看听听，就是路程比较远。鼓浪屿就像另一个澳门，对于去过这样的小岛的人来说，没有什么新奇的了，进去了蜡像馆还不错，里面不小，可以玩一会。第三天的曾厝安就是个小吃街，而且环境一般，厦大也跟想象中不一样，没有远方的田野，只有人间的嘈杂。<br>最后一天的酒店太棒了，导致最后一天我们变成了泡酒店，还有免费泳池，早餐非常丰富，以后出门还是要住好酒店！,正
715,半自助游的方式很棒，可以有自己选择的余地，尽情品尝厦门的各式美食，虽然出现了一些小插曲，但快递、愉快地解决了，总体感觉还是不错的。,正
716,第一次来厦门，整体感受到这个海滨城市非常不错，凉风习习，这个季节来感觉像秋天一样，也是非常舒适的感觉，走行程安排第一天安排土楼，行程比较远，人数比较多，但是安排比较恰当，田园风光的游览，当天回来就收到导游琴琴的短信，非常温暖，短信内容很详细，行程第二天游览鼓浪屿，在导游琴琴丰富的讲解下，感受到鼓浪屿慢节奏的生活，深厚的文化底蕴，海边的下午茶，果真是琴琴说的，风行天下的平台才有这样的待遇，第三天，游览市区，炮台，环岛路，曾厝安骑自行车，感受美丽的沙滩，大海，南普陀祈福，厦大的校园之美～轻松地慢节奏，导游琴琴安排非常好，服务态度也很好，小团，四个家庭，都安排的很清楚，另外琴琴对团里的老人家，非常耐心，主动帮忙拍照，大大大的点赞，感谢风行天下安排这么好的导游，最后一晚入住五星级酒店，皇冠磐基，地势优秀，热闹，导游琴琴也介绍到了很多不错的地方自由活动，总的来说，风行天下的平台还是很靠谱的，基本与订单行程中的一样～以后还会继续在选择这个平台，同时来厦门，一定要找琴琴。另外说下机票，这个我就要投诉平台的客服，说好的改机票时间，钱都收了，又各种没搞好，但是琴琴导游也安抚了我们，而且建议了出游的地方！愉快的厦门之旅，感恩你们～,正
717,厦门是个很不错的地方，空气很好，景也很美。尤其是当地的小吃，很有特色，味道也不错，本来以为北方人吃不惯，其实口味很一致，很值得一去～ 我们报的是个小团，去之前，同程顾问路遥很有耐心的给我们介绍每一个产品的优势，不厌其烦的帮我们申请优惠，很棒的顾问。到了厦门以后，导游小林性格开朗，带着我们转每一个景点，很不错的导游～ 鼓浪屿，这个海中小岛太漂亮啦，有沙滩，有小街，很有特色的地方，就是时间太短，有点遗憾，下次去了一定要多住几天～厦大不愧是武大最美的学校，美丽的湖，建在校园里的隧道，尤其是学生宿舍，真是“湖景房”😛～在这上学的学生该有多幸福啊……  这次行程最惬意的就是骑着自行车走在环岛路上，吹着海风，看着海景，决得这样能骑一整天😛 厦门，一个美丽的城市，期待下次和你见面(^^),正
718,第一天自由行，去了中山路，个人感觉中山路逛逛就可以，感受一下厦门老城区，在街道里拍照很有感觉。我们当天逛了好久，还走到了一个海鲜市场，不是对游客的，都是当地居民在逛，感受一下当地的氛围。到了鼓浪屿，再去品尝厦门美食，比中山路又干净，种类也多。第二天，云水谣，建议先看看那部电影，会感觉哪里都是电影中的场景，很美。第三天是鼓浪屿，那真的是值得一去的小岛，四面环海，里面有很多景点，可以买票自己进去，但是我们时间太紧。如果能在鼓浪屿待个两三天最好了。第三天是厦门大学，和老公找了一把大学生的感觉。唯一欠缺的地方，导游口音太严重啊，实在很多话听不懂啊。以后有机会，去厦门自由行，是非常不错的选择。,正
719,这次出去玩很棒，中途换了酒店，立马就解决好了，导游人也很好，到厦门以后还没下飞机，师傅就打电话给我了，回去的时候提前一天晚上跟我短信确认了，每一天的行程，导游都会提前跟我们确认好，安排好时间，到酒店之后酒店的小哥哥来接我们，还帮我拿行李，人超级好，导游景点介绍的也特别好。把我们每个人都照顾的很好，其中我们没有集美学村这个景点，但是同车的几个人有，就带我们都一起去了，跟我们说哪些吃的干净卫生，哪些东西不要买，也没有强制购物，非常好。这是第二次来厦门旅游了，都是在同程上定的，以后出去玩，依旧选择同程，同程客服钟燕人也超级好，什么问题都帮我解答，都一步步跟我确认,正
720,云水谣和鼓浪屿还不错，建筑比较有地方特色，一个代表福建过去，另一个反映福建近代。特别是云水谣所在的村，空气质量很好，青山绿水，榕树，石桥，绿油油的果园，心不由沉静下来。下次可以考虑去原生态的村住上两三天，真正感受宁静的慢生活。厦门大学和曾昔垵有点让人失望了，觉得之前看到的各种介绍有点言过其实。全国有无数类似景色的大学，把一个大学弄成景点也是拼了，不明白大学生们每天一边读书，一边在路上遇到那么多游客，还能好好读书嘛？曾昔垵就是小吃一条街。酒店和导游服还不错，虽然行程较紧，但适合我们这种不想操心的懒人，尤其是过年的时候性价比高。,正
721,整个行程半自助游，同程旅游接到整单分割为不同的承接单元，有的衔接上还需要提高，能感觉到旅行团承接方尽力，性价比上有待提高吧😄没有强制消费，这点好很多。不太舒服的几处，有些提前谈好的价格到现场有点不一祥，比如加床费价格不一致，还有孩子产生费用的不太一致，比如早餐费。另外敬业的导游很会推荐产品，不会推荐产品的导游不够敬业，好好沟通的话还有的讲还好。吐槽一下，时代雅居前台态度不好，第二天旅程司机态度很不好。管家小强和两位导游都打八十分,正
722,厦门是个不错的城市，五天的行程除了一路收获美景，还感受到浓浓的闽南文化，妈祖文化，这要归功于热情的苏导和何导，第二天云水谣虽然路途远点，云水谣小镇的景色值得一看，土楼不愧为世界文化遗产，感叹于劳动人民的智慧，第三天鼓浪屿之旅感受一下小资情调，厦门大学不愧为最美大学，环岛路赠送骑行感受沿海风光，自由行去了铁路文化公园和万石植物园，感受热带雨林植物，沙漠多肉植物，仙人掌种类繁多，孩子玩的非常开心，导游小苏苏不仅专业，且幽默风趣，孩子特别喜欢，一路欢笑，住的也不错，最后一晚还升级五星酒店，同程的服务挺好的！,正
